"nom_estab"	"nom_vial"	"per_ocu"	"lat"	"lon"
"CLÍNICA SAN JUDAS TADEO"	"GUTIÉRREZ ZAMORA"	"0 a 5 personas"	"17.952279"	"-94.914811"
"CENTRO DE SALUD DE TEPETLÁN"	"MELCHOR OCAMPO"	"0 a 5 personas"	"19.672487"	"-96.797387"
"CENTRO DE SALUD ESPINAL VER"	"5 DE FEBRERO"	"6 a 10 personas"	"20.257616"	"-97.396431"
"CLÍNICA IMSS DE RINCONADA"	"BENITO JUÁREZ"	"6 a 10 personas"	"19.357202"	"-96.572511"
"CENTRO DE SALUD CARLOS A CARRILLO"	"FERROCARRIL"	"11 a 30 persona"	"18.373219"	"-95.751578"
"ALBERGUE TEMPORAL NOCTURNO"	"FRANCISCO CANAL"	"6 a 10 personas"	"19.191556"	"-96.14388"
"CLÍNICA IMSS OPORTUNIDADES"	"REVOLUCIÓN"	"0 a 5 personas"	"20.323837"	"-97.026688"
"ALBERGUE MUJERES EN LUCHA  A.C."	"FÉLIX CRISTIAN"	"11 a 30 persona"	"20.534974"	"-97.431043"
"CENTRO DE SALUD RURAL DISPERSO DE TENOCHTITLAN"	"5 DE MAYO"	"6 a 10 personas"	"19.810185"	"-96.916401"
"CENTRO DE SALUD SAN ANDRÉS TLALNELHUAYOCAN"	"BENITO JUÁREZ"	"6 a 10 personas"	"19.565331"	"-96.975094"
"CENTRO DE SALUD JILOTEPEC"	"LERDO DE TEJADA"	"11 a 30 persona"	"19.612699"	"-96.948658"
"CENTRO COMUNITARIO DE APRENDIZAJE"	"HIDALGO"	"6 a 10 personas"	"19.69212"	"-97.112241"
"CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE"	"FRANCISCO VILLA"	"0 a 5 personas"	"19.365325"	"-96.662161"
"CLÍNICA HOSPITAL ISSSTE DE TUXPAN"	"5 DE MAYO"	"101 a 250 perso"	"20.952384"	"-97.417583"
"CENTRO DE SALUD RURAL TACOTENO"	"PUERTO MÉXICO"	"11 a 30 persona"	"18.003981"	"-94.526097"
"CONSULTORIO DE MEDICINA GENERAL"	"DEMOCRACIA"	"0 a 5 personas"	"18.422985"	"-95.117215"
"ASISTENCIA MÉDICA EN EL TRANSPORTE  S.C."	"BENITO JUÁREZ"	"0 a 5 personas"	"19.590183"	"-96.945217"
"CENTRO DE SALUD URBANO"	"JOSÉ MARÍA MARTÍNEZ RODRÍGUEZ"	"11 a 30 persona"	"18.155355"	"-95.195026"
"CONSULTORIO"	"20 DE NOVIEMBRE"	"0 a 5 personas"	"19.525502"	"-96.89999"
"CENTRO DE SALUD"	"DE PEDRO MORENO"	"51 a 100 person"	"19.452277"	"-96.973595"
"CENTRO DE SALUD SIN NOMBRE"	"SIMÓN BOLÍVAR"	"0 a 5 personas"	"18.027935"	"-94.566753"
"CLÍNICA HUGO"	"2 DE ENERO"	"0 a 5 personas"	"20.540855"	"-97.452285"
"CASA DEL INMIGRANTE"	"GLADIOLAS"	"0 a 5 personas"	"18.121277"	"-94.441664"
"CENTRO DE SALUD DE MINATITLAN"	"18 DE OCTUBRE"	"51 a 100 person"	"17.990762"	"-94.559606"
"CONSULTORIO DE ULTRASONIDO"	"ANTONIO M. QUIRASCO"	"0 a 5 personas"	"17.921747"	"-94.093481"
"CENTRO DE REHABILITACIÓN FISICA"	"VALENTÍN GÓMEZ FARÍAS"	"0 a 5 personas"	"19.187212"	"-96.126052"
"CENTRO DE SALUD RURAL DE TUXTILLA"	"CENTRAL"	"0 a 5 personas"	"18.23686"	"-95.892387"
"CENTRO DE SALUD JALCOMULCO VERACRUZ"	"REVOLUCIÓN"	"6 a 10 personas"	"19.331766"	"-96.760413"
"CENTRO DE SALUD PALMA SOLA"	"4 DE OCTUBRE"	"6 a 10 personas"	"19.774576"	"-96.430386"
"CLÍNICA UMU LAS CHOAPAS"	"JINICUIL"	"0 a 5 personas"	"17.906421"	"-94.100308"
"CENTRO DE SALUD DE SALADERO"	"PRINCIPAL"	"0 a 5 personas"	"21.422783"	"-97.54806"
"CENTRO DE ESPECIALIDADES MÉDICAS SIN NOMBRE"	"MARIANO ARISTA"	"0 a 5 personas"	"20.452913"	"-97.084851"
"ALBERGUE LA SANTÍSIMA TRINIDAD  A.C."	"NICOLÁS BRAVO"	"0 a 5 personas"	"18.631817"	"-95.523713"
"CLÍNICA HARVER"	"MARIO MOLINA"	"0 a 5 personas"	"19.192419"	"-96.149167"
"CELULA DE VIDA"	"JESÚS REYES HEROLES"	"0 a 5 personas"	"19.541292"	"-96.930811"
"CONSULTORIO DE TERAPIA NEURAL"	"PRIMERO DE MAYO"	"0 a 5 personas"	"19.186562"	"-96.126994"
"CONSULTORIO DEL DOCTOR CASARES"	"JOSÉ MARÍA MORELOS Y PAVÓN"	"0 a 5 personas"	"18.149455"	"-94.414417"
"CENTRO DE SALUD RURAL"	"MIGUEL HIDALGO"	"0 a 5 personas"	"18.354189"	"-96.164518"
"CASA DE SALUD PARAISO NOVILLERO"	"5 DE FEBRERO"	"0 a 5 personas"	"18.255129"	"-95.936982"
"CENTRO DE ESPECIALIDADES MÉDICAS LA PAZ"	"ÚRSULO GALVÁN"	"0 a 5 personas"	"19.559379"	"-97.246606"
"CENTRO DE SALUD"	"MARIANO MATAMOROS"	"11 a 30 persona"	"17.962122"	"-94.713407"
"CLÍNICA MACARENA"	"ÚRSULO GALVÁN"	"6 a 10 personas"	"19.187504"	"-96.13688"
"CLÍNICA IMSS OPORTUNIDADES DE CARRIZAL"	"20 DE NOVEIMBRE"	"0 a 5 personas"	"20.59639"	"-97.25694"
"CENTRO DE SALUD AYAHUALULCO"	"INDEPENDENCIA"	"6 a 10 personas"	"19.35185"	"-97.149135"
"CONSULTORIO DE MEDICINA FALILIAR"	"LEONA VICARIO SUR"	"0 a 5 personas"	"18.445916"	"-95.211435"
"CLÍNICA ASISTENCIAL SANTA MARIA"	"BENITO JUÁREZ"	"0 a 5 personas"	"20.53293"	"-97.464005"
"CENTRO MÉDICO PORTUARIO  A.C."	"NINGUNO"	"11 a 30 persona"	"19.210186"	"-96.144654"
"CENTRO DE SALUD"	"7"	"11 a 30 persona"	"18.811367"	"-96.724033"
"CENTRO DE SALUD TAMAULIPAS"	"SALVADOR DÍAZ MIRÓN"	"0 a 5 personas"	"18.157508"	"-95.14249"
"CENTRO DE SALUD RURAL CLÍNICA OTATITLAN"	"SALVADOR DÍAZ MIRÓN"	"0 a 5 personas"	"18.176985"	"-96.035575"
"CENTRO DE SALUD"	"PEDRO SANTIAGO TENORIO"	"31 a 50 persona"	"20.900901"	"-97.684301"
"CENTRO INTEGRAL DE MEDICINA CALE"	"URANO"	"0 a 5 personas"	"19.142965"	"-96.110343"
"CONSULTORIO DE MEDICINA INTERNA"	"VENUSTIANO CARRANZA"	"0 a 5 personas"	"19.523105"	"-96.930201"
"CONSULTORIO DE LA FUNDACIÓN BEST"	"CHILPANCINGO"	"0 a 5 personas"	"19.551079"	"-96.926221"
"CENTRO DE SALUD BUENA VISTA"	"ADOLFO LÓPEZ MATEOS"	"6 a 10 personas"	"18.232915"	"-94.937711"
"CENTRO DE SALUD LOMAS DE BARRILLAS"	"SANTA TRINIDAD"	"11 a 30 persona"	"18.147022"	"-94.525417"
"CENTRO DE SALUD 5 ADOLFO RUIZ CORTINEZ"	"2 ORIENTE"	"11 a 30 persona"	"19.166084"	"-96.144669"
"ALBERGUE EL TRÉBOL"	"VICENTE GUERRERO"	"0 a 5 personas"	"20.527821"	"-97.43133"
"CLÍNICA ISSSTE"	"LEONA VICARIO"	"0 a 5 personas"	"20.20908"	"-96.771676"
"CENTRO DE SALUD VALENTE DIAZ"	"AUTOPISTA A VERACRUZ"	"11 a 30 persona"	"19.166054"	"-96.217494"
"CENTRO DE SALUD ATZALAN  VERACRUZ"	"ALDAMA"	"6 a 10 personas"	"19.789295"	"-97.244453"
"CLÍNICA MEDICA SANTA RITA"	"CRISTÓBAL COLÓN"	"6 a 10 personas"	"19.171701"	"-96.127978"
"CONSULTORIO DE MEDICINA FAMILIAR"	"FRANCISCO DÍAZ COVARRUBIAS"	"0 a 5 personas"	"19.454346"	"-96.964208"
"CLÍNICA SINAI"	"INDEPENDENCIA"	"0 a 5 personas"	"19.533582"	"-96.911978"
"CENTRO DE SALUD DE IXHUACAN DE LOS REYES"	"ZARAGOZA"	"0 a 5 personas"	"19.35741"	"-97.119004"
"CLÍNICA MEDICA Y FARMACIA LA DIVINA PROVIDENCIA"	"PORFIRIO DÍAZ"	"0 a 5 personas"	"20.748707"	"-97.638888"
"CLÍNICA SANTA MARIA"	"22"	"0 a 5 personas"	"18.000033"	"-94.607849"
"CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.420552"	"-97.00507"
"CENTRO DE SALUD CAMARON"	"INDEPENDENCIA"	"6 a 10 personas"	"19.024271"	"-96.612543"
"CONSULTORIO DE MEDICINA GENERAL"	"ABASOLO"	"0 a 5 personas"	"18.419249"	"-95.113618"
"CENTRO DE DIABETES DE COATZACOALCOS"	"REVOLUCIÓN"	"0 a 5 personas"	"18.149502"	"-94.420184"
"CONSULTORIO DE CIRUGÍA (CENTRO MÉDICO SAN ANGEL)"	"6"	"0 a 5 personas"	"20.539932"	"-97.452135"
"CLÍNICA DEL IMSS"	"RAÚL SANDOVAL NORTE"	"11 a 30 persona"	"18.03312"	"-95.529541"
"CASA DE SALUD COLONIA DEPORTIVA"	"LÍNEA DE ALTA TENSIÓN (ADOLFO RUIZ CORTINES)"	"0 a 5 personas"	"17.960214"	"-94.708956"
"CONSULTORIO DE MEDICINA GENERAL"	"2 ORIENTE"	"0 a 5 personas"	"20.525727"	"-97.461789"
"CLÍNICA DOCTOR DE LA FUENTE"	"MARIANO ABASOLO"	"6 a 10 personas"	"18.028365"	"-95.526799"
"CENTRO DE SALUD COTAXTLA"	"MORELOS"	"0 a 5 personas"	"18.835775"	"-96.395684"
"CENTRO DE SALUD URBANO TLAPACOYAN AMPLIACIÓN MANUEL ALBERTO FERRER"	"GENARO VÁZQUEZ"	"11 a 30 persona"	"19.973218"	"-97.211188"
"CENTRO DE SALUD DE VEGA DE ALATORRE"	"GUADALUPE VICTORIA"	"6 a 10 personas"	"20.027814"	"-96.651821"
"CENTRO MÉDICO TUXPAN"	"NINGUNO"	"11 a 30 persona"	"20.949096"	"-97.389573"
"CENTRO DE SALUD"	"HIDALGO"	"6 a 10 personas"	"17.984763"	"-94.345513"
"ALBERGUE ESCOLAR"	"ARTURO TREMARI"	"0 a 5 personas"	"20.252558"	"-97.261897"
"CENTRO DE SALUD RURAL DEHESA"	"VICENTE GUERRERO"	"0 a 5 personas"	"17.941017"	"-94.997093"
"CLÍNICA DE LA LUZ"	"PLAN DE AYALA"	"0 a 5 personas"	"17.907712"	"-94.091816"
"ABC DEL DIABETICO"	"DURAZNO"	"0 a 5 personas"	"20.536075"	"-97.448384"
"CONSULTORIO DE MEDICINA GENERAL"	"5 DE MAYO"	"0 a 5 personas"	"18.449245"	"-96.359127"
"CONSULTORIO DE MÉDICO SIN NOMBRE"	"RAÚL SANDOVAL NORTE"	"0 a 5 personas"	"18.024489"	"-95.529323"
"CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE"	"TERCERA DE SANTOS DEGOLLADO"	"0 a 5 personas"	"19.453397"	"-96.963094"
"CENTRO DE SALUD RURAL ESTERO DEL PANTANO"	"20 DE NOVIEMBRE"	"6 a 10 personas"	"18.101679"	"-94.455671"
"CLÍNICA SALCEDO"	"INDEPENDENCIA"	"0 a 5 personas"	"19.072953"	"-96.161495"
"CENTRO DE SALUD URBANO"	"GENERAL MARIANO MATAMOROS NORTE"	"11 a 30 persona"	"19.04945"	"-96.420408"
"CLÍNICA HOSPITAL LOS ÁNGELES"	"CONSTITUYENTES DE 1917 (4)"	"11 a 30 persona"	"19.534168"	"-96.900924"
"CENTRO DE SALUD PASO DE OVEJAS"	"5 DE MAYO"	"6 a 10 personas"	"19.283447"	"-96.440782"
"CENTRAL MEDICA MARTINENSE  S.C."	"AQUILES SERDÁN"	"6 a 10 personas"	"20.071869"	"-97.044072"
"CLÍNICA IMSS OPORTUNIDADES"	"CARRILLO PUERTO"	"0 a 5 personas"	"20.41917"	"-97.17889"
"CENTRO DE SALUD"	"COLIMA"	"6 a 10 personas"	"20.933868"	"-97.688359"
"CENTRO MÉDICO ESPECIALIZADO"	"CUBA"	"0 a 5 personas"	"20.534675"	"-97.460258"
"CENTRO DE ATENCIÓN PALATIVA XALAPA"	"ENCANTO"	"0 a 5 personas"	"19.536798"	"-96.912979"
"CONSULTORIO"	"8 NORTE"	"0 a 5 personas"	"20.52611"	"-97.460484"
"CENTRO DE SALUD RESERVA TARIMOYA"	"PITAYA"	"11 a 30 persona"	"19.193763"	"-96.184824"
"CLÍNICA DE TEMAPACHE"	"BENITO JUÁREZ"	"0 a 5 personas"	"21.066915"	"-97.639441"
"CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE"	"ARTEAGA"	"0 a 5 personas"	"19.456538"	"-96.963212"
"CONSULTORIO DE MEDICINA GENERAL"	"16 DE SEPTIEMBRE"	"0 a 5 personas"	"20.445699"	"-97.322026"
"CONSULTORIO DE MEDICINA ESPECIALIZADA"	"CORONA"	"0 a 5 personas"	"18.452741"	"-95.214832"
"CENTRO DE SALUD RURAL PASO DEL MACHO"	"NACIONAL"	"11 a 30 persona"	"18.973267"	"-96.719113"
"CLÍNICA DEL IMSS"	"5 DE MAYO"	"6 a 10 personas"	"18.97003"	"-96.117578"
"CENTRO DE SALUD"	"NINGUNO"	"6 a 10 personas"	"19.215046"	"-96.970468"
"CENTRO DE SALUD TENAMPA"	"ADOLFO LÓPEZ MATEOS"	"0 a 5 personas"	"19.250755"	"-96.883552"
"CLÍNICA DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"JUAN DE LA LUZ ENRÍQUEZ"	"51 a 100 person"	"17.958219"	"-94.918918"
"CENTRO DE SALUD URBADO NANCHITAL"	"FRANCISCO I. MADERO"	"11 a 30 persona"	"18.074329"	"-94.408907"
"CENTRO DE SALUD EMILIANO ZAPATA"	"RAMÓN CARACAS LARA"	"31 a 50 persona"	"19.510019"	"-96.924162"
"CENTRO INTEGRAL DE LA SALUD"	"RUVIROSA"	"0 a 5 personas"	"17.95141"	"-94.913369"
"CENTRO DE SALUD MPIO.ALTO LUCERO"	"FRAY PEDRO DE G"	"101 a 250 perso"	"19.624315"	"-96.736122"
"CENTRO DE SALUD RURAL DISPERSO SOCHIAPA"	"ÚRSULO GALVÁN"	"0 a 5 personas"	"19.193645"	"-96.94027"
"CLÍNICA SIN NOMBRE"	"EMILIANO ZAPATA"	"0 a 5 personas"	"19.503768"	"-96.476612"
"COMSULTORIO MÉDICO SIN NOMBRE"	"ESTEBAN MASCAREÑAS"	"0 a 5 personas"	"19.515201"	"-96.91326"
"CENTRO DE APRENDIZAJE VECINOS DEL MANGLAR"	"PÍPILA"	"11 a 30 persona"	"19.124104"	"-96.118493"
"CENTRO MÉDICO DE ATENCIÓN A ÚLCERAS VARICOSAS SIN NOMBRE"	"MARCO ANTONIO MUÑOZ"	"0 a 5 personas"	"19.191782"	"-96.844313"
"CONSULTORIO DE MEDICINA GENERAL"	"LUIS DONALDO COLOSIO"	"0 a 5 personas"	"20.484122"	"-97.462501"
"CLÍNICA SAN MIGUEL"	"VALENTÍN GÓMEZ FARÍAS"	"0 a 5 personas"	"19.567075"	"-97.246456"
"CONSULTAS A TERCEROS GRATIS"	"FRANCISCO JAVIER MINA"	"0 a 5 personas"	"20.700915"	"-97.314994"
"CENTRO DE SALUD PRIMERO DE MAYO"	"A COACOTLA"	"0 a 5 personas"	"17.954197"	"-94.705927"
"CONSULTORIO DE FARMACIAS SIMILARES"	"REFORMA"	"0 a 5 personas"	"18.372135"	"-95.744372"
"CENTRO DE SALUD DE CHUMATLAN"	"MIGUEL HIDALGO"	"0 a 5 personas"	"20.208761"	"-97.593919"
"CONSULTORIO DE MEDICINA GENERAL"	"ROBERTO MENDOZA"	"0 a 5 personas"	"18.427422"	"-95.17749"
"CENTRO DE SALUD TEXISTEPEC"	"5 DE MAYO"	"11 a 30 persona"	"17.895501"	"-94.816856"
"CLÍNICA MÉDICA PAPILLON"	"FERNANDO GUTIÉRREZ BARRIOS"	"0 a 5 personas"	"19.55094"	"-96.955347"
"CENTRO DE SALUD ZOZOCOLCO DE HIDALGO"	"BENITO JUÁREZ"	"6 a 10 personas"	"20.140749"	"-97.575326"
"CENTRO DE COLPOSCOPIA SIN NOMBRE"	"1 NORTE"	"0 a 5 personas"	"19.151439"	"-96.963691"
"CASA DE SALUD PUEBLO NUEVO"	"NINGUNO"	"0 a 5 personas"	"18.804648"	"-96.068532"
"CIRUGÍA PLÁSTICA ESTÉTICA Y RECONSTRUCCIÓN GUILLERMO REMES CABADA"	"DE LAS PALMERAS"	"0 a 5 personas"	"19.154717"	"-96.112955"
"CLÍNICA SAN CARLOS"	"MARIANO ABASOLO"	"6 a 10 personas"	"19.761902"	"-97.244406"
"CENTRO DE SALUD CONGRESO CONSTITUYENTE"	"ADOLFO RUÍZ CORTINES"	"6 a 10 personas"	"18.027128"	"-94.540271"
"CONSULTORIO DEL DR LEYVA"	"HERNÁN CORTÉS"	"0 a 5 personas"	"19.194771"	"-96.136502"
"CLÍNICA DE ESPECIALIDADES MÉDICAS SAN JUAN BAUTISTA"	"AGUSTÍN LARA"	"11 a 30 persona"	"20.059091"	"-97.063739"
"CASA DE SALUD"	"LÁZARO CÁRDENAS"	"0 a 5 personas"	"18.066885"	"-94.390254"
"CONSULTAS MÉDICAS SIN NOMBRE"	"VICENTE GUERRERO"	"0 a 5 personas"	"19.534527"	"-96.927479"
"CENTRO DE SALUD URBANO"	"HÉROES DE TOTOAPAN"	"31 a 50 persona"	"17.99742"	"-94.63673"
"CENTRO DE SALUD CARDEL"	"ROBLE"	"11 a 30 persona"	"19.362228"	"-96.367541"
"CLÍNICA SAN JOSÉ DEL RÍO DE TUXPAN  S.A. DE C.V."	"ZARAGOZA"	"6 a 10 personas"	"20.954457"	"-97.411502"
"CENTRO DE SALUD ACTOPAN"	"JUAN BARRADAS"	"6 a 10 personas"	"19.504084"	"-96.613583"
"CONSULTORIO DE MEDICINA GENERAL"	"IGNACIO DE LA LLAVE"	"0 a 5 personas"	"18.146991"	"-94.421801"
"CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE"	"JUAN SOTO"	"0 a 5 personas"	"19.454203"	"-96.962546"
"CENTRO MÉDICO SAN ANGEL"	"6"	"0 a 5 personas"	"20.539932"	"-97.452135"
"CENTRO DE SALUD LANDERO Y COSS"	"HIDALGO"	"0 a 5 personas"	"19.733301"	"-96.852153"
"CONSULTORIO DE SALUD OCUPACIONAL Y MEDICINA FAMILIAR"	"NINGUNO"	"0 a 5 personas"	"18.15027"	"-94.459399"
"CENTRO MÉDICO FORENSE"	"VENUSTIANO CARRANZA"	"0 a 5 personas"	"17.942115"	"-94.91019"
"CONSULTORIO BETANCOURT"	"GUADALUPE VICTORIA"	"0 a 5 personas"	"19.199384"	"-96.153632"
"CENTRO DE SALUD"	"INDEPENDENCIA"	"6 a 10 personas"	"19.078794"	"-96.158933"
"CENTRO DE SALUD SSA"	"BENITO JUÁREZ"	"0 a 5 personas"	"19.692532"	"-97.111289"
"CENTRO ANTIDIABETICO MÉXICO UNIDAD COSAMALOAPAN"	"JOAQUÍN ARRONIZ"	"11 a 30 persona"	"18.369474"	"-95.793094"
"CASA DE PARTO SIN NOMBRE"	"DE LOS INSURGENTES"	"0 a 5 personas"	"20.966002"	"-97.404334"
"CENTRO DE SALUD DE ZACATE COLORADO"	"NINGUNO"	"6 a 10 personas"	"20.497731"	"-97.524646"
"CONSULTORIO DE GINECOLOGÍA Y OBSTETRICIA"	"3"	"0 a 5 personas"	"18.813407"	"-96.724161"
"CLÍNICA DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"BENITO JUÁREZ"	"6 a 10 personas"	"18.236863"	"-95.895943"
"CASA DE SALUD PERTENECIENTE AL COPLAMAR"	"CAMINO VERDE"	"0 a 5 personas"	"17.974843"	"-94.698359"
"ALBERGUE INDÍGENA"	"COMALTECO-COXQUIHUI"	"0 a 5 personas"	"20.178447"	"-97.574565"
"CLÍNICA SAN MARTIN DE PORRES"	"2 DE ENERO"	"11 a 30 persona"	"20.540729"	"-97.452234"
"CENTRO DE SALUD TEODORO A DIEZ"	"DR. HÉCTOR BERNAL MENDOZA"	"11 a 30 persona"	"18.463709"	"-95.305607"
"CENTRO DE SALUD URBANO EJIDO 1 DE MAYO"	"24 DE FEBRERO"	"11 a 30 persona"	"19.146629"	"-96.125375"
"CONSULTORIO DE PUESTO PERIFÉRICO DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO ISSSTE"	"VENUSTIANO CARRANZA"	"0 a 5 personas"	"18.41931"	"-95.110735"
"CONSULTORIO CLINICO ANATOMÍA PATOLÓGICA Y CITOPATOLOGÍA"	"5 DE FEBRERO"	"0 a 5 personas"	"19.530862"	"-96.917294"
"CENTRO DE SALUD DE LA MATA DE TAMPAMACHOCO"	"RIBERA DEL PESCADOR"	"0 a 5 personas"	"20.969482"	"-97.334281"
"CONSULTORIO DEL CIELO"	"FERNANDO GUTIÉRREZ BARRIOS"	"0 a 5 personas"	"18.23835"	"-96.135027"
"CLÍNICA DIF ALLENDE"	"JOSÉ MARÍA MORELOS"	"6 a 10 personas"	"18.151437"	"-94.403799"
"CONSULTORIO DEL MÉDICO CIRUJANO MANUEL VILLATORO VÁZQUEZ"	"3"	"0 a 5 personas"	"19.184864"	"-96.14849"
"CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE"	"5 DE MAYO"	"0 a 5 personas"	"19.384216"	"-96.97462"
"CENTRO DE SALUD DISPERSO COMAPA"	"5 DE MAYO"	"0 a 5 personas"	"19.164206"	"-96.886752"
"CENTRO DE SALUD SALTABARRANCA"	"16 DE SEPTIEMBRE"	"6 a 10 personas"	"18.59327"	"-95.533145"
"CENTRO DE SALUD DE COACOATZINTLA"	"REFORMA"	"11 a 30 persona"	"19.651776"	"-96.941165"
"CENTRO DE SALUD"	"EFRAÍN LARA SERRANO"	"0 a 5 personas"	"19.08774"	"-96.332342"
"CENTRO DE SALUD ARROYO BLANCO"	"OSA MENOR"	"11 a 30 persona"	"19.534967"	"-96.942056"
"CLÍNICA SAN JUDAS TADEO"	"LA PALMA"	"0 a 5 personas"	"20.550179"	"-97.444453"
"CONSULTORIO DE MEDICINA GENERAL"	"TIJUANA"	"0 a 5 personas"	"19.554682"	"-96.918265"
"CENTRO DE SALUD"	"HIDALGO"	"6 a 10 personas"	"19.92395"	"-96.729432"
"CENTRO INTEGRAL DE ALTERNATIVAS MÉDICAS"	"CHOPO"	"0 a 5 personas"	"20.53727"	"-97.454482"
"CLÍNICA DE LA MUJER"	"LÁZARO CÁRDENAS"	"0 a 5 personas"	"18.153077"	"-94.431318"
"CLÍNICA DE MATERNIDAD ESPINOZA"	"24 DE FEBRERO"	"0 a 5 personas"	"19.804252"	"-97.301635"
"CENTRO DE SALUD DE TLACOTEPEC DE MEJÍA"	"MARCO ANTONIO MUÑOZ"	"6 a 10 personas"	"19.189196"	"-96.838805"
"CENTRO DE SALUD URBANO HUATUSCO"	"RÍO CITLALAPA"	"31 a 50 persona"	"19.139647"	"-96.971391"
"CONSULTORIO DEL ISSSTE SECTOR 5"	"ACANTOS"	"0 a 5 personas"	"18.138813"	"-94.466502"
"CENTRO DE SALUD"	"NINGUNO"	"0 a 5 personas"	"19.267862"	"-96.392952"
"CONSULTORIO DE GENERICOS"	"CONSTITUCIÓN"	"0 a 5 personas"	"18.447194"	"-96.358804"
"CENTRO DE SALUD"	"23 DE OCTUBRE"	"0 a 5 personas"	"20.25444"	"-96.79889"
"CENTRO DE SALUD ING JORGE DE LA PENA"	"B JUÁREZ"	"0 a 5 personas"	"18.436741"	"-95.735107"
"CENTRO DE SALUD URBANO"	"PROLONGACIÓN DR. MIGUEL PATIÑO"	"11 a 30 persona"	"20.447355"	"-97.088201"
"CENTRO DE SALUD ACULA"	"NINGUNO"	"6 a 10 personas"	"18.510122"	"-95.775088"
"CENTRO MÉDICO TERCERO AUTORIZADO"	"TRANSÍSTMICA COATZACOALCOS-MINATITLÁN"	"0 a 5 personas"	"18.128299"	"-94.438328"
"CONSULTORIO DE MÉDICO GENERAL"	"DANIEL AGUILAR C"	"0 a 5 personas"	"19.522986"	"-96.926973"
"CLÍNICA MÉDICA FAÍILIAR NÚMERO 10"	"1"	"11 a 30 persona"	"18.815841"	"-96.732239"
"CENTRO DE SALUD RURAL SOTEAPAN"	"MIGUEL HIDALGO"	"11 a 30 persona"	"18.231065"	"-94.872862"
"CENTRO DE SALUD DE TONAYAN"	"ENRÍQUEZ"	"6 a 10 personas"	"19.683066"	"-96.921672"
"CONSULTORIO BIOENERGIA ALFA"	"JOSÉ MARÍA MORELOS"	"0 a 5 personas"	"19.558682"	"-97.241249"
"ARIAS MEDICA CLÍNICA"	"LÁZARO CÁRDENAS"	"0 a 5 personas"	"18.15337"	"-94.42965"
"ANÁLISIS CLÍNICOS SIN NOMBRE"	"3"	"0 a 5 personas"	"19.498147"	"-96.855927"
"CONSULTORIO DE MEDICINA GENERAL"	"BENITO JUÁREZ"	"0 a 5 personas"	"18.240121"	"-96.134199"
"CENTRO DE SALUD EL NARANJAL"	"5"	"6 a 10 personas"	"18.032331"	"-94.682453"
"BENEFICENCIA MEDICA LAS AMERICAS"	"SIMÓN BOLÍVAR"	"0 a 5 personas"	"19.538352"	"-96.922244"
"CENTRO DE SALUD SIHUAPAN"	"PRIMERO DE MAYO"	"0 a 5 personas"	"18.436459"	"-95.177925"
"CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE"	"PROGRESO"	"0 a 5 personas"	"19.527289"	"-96.931206"
"CENTRO ANTIDIABÉTICO MÉXICO  S.A. DE C.V."	"RÍO PÁNUCO"	"11 a 30 persona"	"20.948251"	"-97.420654"
"CLINICE MÉDICA SIN NOMBRE"	"H AYUNTAMIENTO"	"0 a 5 personas"	"17.987853"	"-94.540838"
"CONSULTORIO"	"8 NORTE"	"0 a 5 personas"	"20.52611"	"-97.460484"
"CLÍNICA DIF MUNICIPAL"	"HIMNO NACIONAL"	"0 a 5 personas"	"17.939404"	"-94.279385"
"CENTRO DE SALUD"	"GABINO CÁRDENAS"	"6 a 10 personas"	"21.07746"	"-97.727377"
"CONSULTORIO DE MEDICINA INTERNA"	"LA MALINCHE"	"0 a 5 personas"	"19.363987"	"-96.361331"
"CENTRAL MEDICA QUIRÚRGICA XALAPA"	"ADALBERTO TEJEDA"	"11 a 30 persona"	"19.55271"	"-97.241413"
"CLÍNICA SANTA MARIA"	"GUTIÉRREZ ZAMORA"	"11 a 30 persona"	"18.148338"	"-94.418564"
"CASA DE LA UNIVERSIDAD MOLINO DE SAN ROQUE"	"PAPALOAPAN"	"6 a 10 personas"	"19.55901"	"-96.943992"
"CENTRO DE SALUD NOPALTEPEC VERACRUZ"	"PROLONGACIÓN ALLENDE"	"11 a 30 persona"	"18.278335"	"-95.994968"
"CENTRO DE SALUD SAN PEDRO MARTIR"	"MORELOS"	"11 a 30 persona"	"17.981975"	"-94.605745"
"CENTRO DE SALUD"	"MARIANO MATAMOROS"	"11 a 30 persona"	"19.953877"	"-97.215385"
"CARITAS PARROQUIAL NUESTRA SEÑORA DE GUADALUPE"	"DALIAS"	"6 a 10 personas"	"19.553267"	"-96.959157"
"CONSULTARIO MÉDICO"	"FRANCISCO I. MADERO"	"0 a 5 personas"	"18.138193"	"-94.149047"
